date,year,month,month_name,district,rainfall_mm,temperature_celsius,pH,turbidity_NTU,coliform_count_per100ml,dissolved_oxygen_mg_L,total_dissolved_solids_mg_L,population,cholera_cases,diarrhea_cases,typhoid_cases,hepatitis_a_cases,total_disease_cases,outbreak_alert,season,cases_last_month,cases_2_months_ago,rainfall_last_month,district_encoded,season_encoded
2021-06-01,2021,6,June,Thanjavur,66.73,25.33,8.5,8.65,314.24,8.03,1058.02,4717690,20,48,13,7,88,0,SW_Monsoon,103.0,100.0,41.68,7,1
2021-07-01,2021,7,July,Thanjavur,96.04,34.97,7.5,8.33,274.82,5.16,214.38,3427053,26,65,16,7,114,0,SW_Monsoon,88.0,103.0,66.73,7,1
2021-08-01,2021,8,August,Thanjavur,60.53,37.14,7.15,10.37,164.05,4.35,838.32,2998578,27,93,17,7,144,1,SW_Monsoon,114.0,88.0,96.04,7,1
2021-09-01,2021,9,September,Thanjavur,116.95,36.16,7.07,9.67,259.78,7.17,669.29,3288107,28,84,19,8,139,1,SW_Monsoon,144.0,114.0,60.53,7,1
2021-10-01,2021,10,October,Thanjavur,334.98,31.06,8.38,26.92,202.96,8.32,310.06,3867851,36,116,21,6,179,1,NE_Monsoon,139.0,144.0,116.95,7,0
2021-11-01,2021,11,November,Thanjavur,117.45,31.77,7.92,26.23,231.74,5.02,242.34,749265,20,68,18,10,116,0,NE_Monsoon,179.0,139.0,334.98,7,0
2021-12-01,2021,12,December,Thanjavur,271.43,36.74,7.67,30.59,493.7,6.92,1033.79,2358997,50,141,25,11,227,1,NE_Monsoon,116.0,179.0,117.45,7,0
2022-01-01,2022,1,January,Thanjavur,7.86,24.44,7.17,2.09,169.92,8.4,1082.91,4117597,23,68,13,4,108,0,Winter,227.0,116.0,271.43,7,3
2022-02-01,2022,2,February,Thanjavur,45.56,28.01,8.05,15.96,8.41,8.49,822.63,3619734,15,61,8,5,89,0,Winter,108.0,227.0,7.86,7,3
2022-03-01,2022,3,March,Thanjavur,8.69,37.65,8.08,13.76,262.63,4.43,585.6,3602641,31,77,13,6,127,1,Summer,89.0,108.0,45.56,7,2
2022-04-01,2022,4,April,Thanjavur,19.77,25.41,6.59,3.04,272.46,7.8,1167.76,1734215,21,55,15,8,99,0,Summer,127.0,89.0,8.69,7,2
2022-05-01,2022,5,May,Thanjavur,17.79,25.82,6.79,6.2,188.72,4.31,410.51,2346357,18,45,14,8,85,0,Summer,99.0,127.0,19.77,7,2
2022-06-01,2022,6,June,Thanjavur,108.45,28.23,7.5,19.53,57.6,6.9,705.51,4587138,24,86,13,3,126,1,SW_Monsoon,85.0,99.0,17.79,7,1
2022-07-01,2022,7,July,Thanjavur,104.17,37.78,7.11,17.51,118.41,5.82,390.73,795599,31,83,9,5,128,1,SW_Monsoon,126.0,85.0,108.45,7,1
2022-08-01,2022,8,August,Thanjavur,91.39,31.53,8.13,23.76,373.6,5.86,395.17,1205356,44,124,18,9,195,1,SW_Monsoon,128.0,126.0,104.17,7,1
2022-09-01,2022,9,September,Thanjavur,125.81,25.64,8.04,4.01,293.38,6.08,713.85,4598535,18,56,13,9,96,0,SW_Monsoon,195.0,128.0,91.39,7,1
2022-10-01,2022,10,October,Thanjavur,241.93,32.11,7.33,21.2,128.7,6.76,572.17,1011162,24,80,14,10,128,1,NE_Monsoon,96.0,195.0,125.81,7,0
2022-11-01,2022,11,November,Thanjavur,313.57,30.87,7.14,29.06,338.16,6.88,758.77,825437,30,83,17,9,139,1,NE_Monsoon,128.0,96.0,241.93,7,0
2022-12-01,2022,12,December,Thanjavur,184.37,34.21,7.52,11.86,553.57,4.13,452.65,2831348,48,145,19,12,224,1,NE_Monsoon,139.0,128.0,313.57,7,0
2023-01-01,2023,1,January,Thanjavur,39.29,32.4,6.32,6.52,64.98,5.33,754.34,1730796,20,53,7,4,84,0,Winter,224.0,139.0,184.37,7,3
2023-02-01,2023,2,February,Thanjavur,7.2,28.08,6.68,4.42,254.36,6.34,666.3,3979000,24,58,13,4,99,0,Winter,84.0,224.0,39.29,7,3
2023-03-01,2023,3,March,Thanjavur,33.21,33.86,8.35,6.51,198.27,6.38,874.4,2779023,24,75,11,4,114,0,Summer,99.0,84.0,7.2,7,2
2023-04-01,2023,4,April,Thanjavur,30.76,34.83,6.48,10.32,77.97,8.26,1128.38,1808014,15,42,7,3,67,0,Summer,114.0,99.0,33.21,7,2
2023-05-01,2023,5,May,Thanjavur,23.48,30.52,7.98,14.71,52.96,8.61,895.62,3354119,14,39,12,4,69,0,Summer,67.0,114.0,30.76,7,2
2023-06-01,2023,6,June,Thanjavur,125.15,26.95,7.48,20.73,350.73,8.64,565.89,3449311,34,93,12,8,147,1,SW_Monsoon,69.0,67.0,23.48,7,1
2023-07-01,2023,7,July,Thanjavur,101.86,28.1,6.96,7.9,17.43,7.19,797.29,4965669,16,61,6,7,90,0,SW_Monsoon,147.0,69.0,125.15,7,1
2023-08-01,2023,8,August,Thanjavur,154.72,36.39,7.9,7.53,118.28,8.82,210.28,726256,25,87,10,5,127,1,SW_Monsoon,90.0,147.0,101.86,7,1
2023-09-01,2023,9,September,Thanjavur,87.81,25.99,6.92,20.57,37.38,8.96,741.0,2521835,14,32,11,6,63,0,SW_Monsoon,127.0,90.0,154.72,7,1
2023-10-01,2023,10,October,Thanjavur,141.22,27.36,7.83,9.9,191.2,6.24,1113.23,2926105,20,55,16,5,96,0,NE_Monsoon,63.0,127.0,87.81,7,0
2023-11-01,2023,11,November,Thanjavur,261.88,27.82,6.61,10.55,64.29,8.71,984.21,4972089,23,71,10,6,110,0,NE_Monsoon,96.0,63.0,141.22,7,0
2023-12-01,2023,12,December,Thanjavur,327.29,28.39,7.79,9.86,106.74,4.92,542.11,1660152,24,78,12,9,123,0,NE_Monsoon,110.0,96.0,261.88,7,0
2024-01-01,2024,1,January,Thanjavur,31.72,25.64,7.77,15.24,38.39,7.67,832.24,797584,21,62,11,5,99,0,Winter,123.0,110.0,327.29,7,3
2024-02-01,2024,2,February,Thanjavur,36.98,25.48,8.21,8.75,195.91,6.05,760.58,4990224,24,85,11,4,124,0,Winter,99.0,123.0,31.72,7,3
2024-03-01,2024,3,March,Thanjavur,36.73,30.5,6.47,15.7,60.11,4.34,794.85,3014368,16,63,12,4,95,0,Summer,124.0,99.0,36.98,7,2
2024-04-01,2024,4,April,Thanjavur,48.42,34.47,7.49,4.54,118.59,7.97,231.78,3939289,15,54,10,3,82,0,Summer,95.0,124.0,36.73,7,2
2024-05-01,2024,5,May,Thanjavur,43.06,30.41,6.72,10.13,70.8,6.89,559.21,4961902,19,45,13,7,84,0,Summer,82.0,95.0,48.42,7,2
2024-06-01,2024,6,June,Thanjavur,140.57,28.59,6.68,3.13,196.01,6.41,1040.91,2800269,22,79,13,7,121,0,SW_Monsoon,84.0,82.0,43.06,7,1
2024-07-01,2024,7,July,Thanjavur,98.46,30.43,6.9,22.46,49.83,8.67,883.87,1883640,21,73,10,8,112,0,SW_Monsoon,121.0,84.0,140.57,7,1
2024-08-01,2024,8,August,Thanjavur,76.12,33.19,8.43,14.02,300.2,4.34,617.67,2997934,35,102,13,5,155,1,SW_Monsoon,112.0,121.0,98.46,7,1
2024-09-01,2024,9,September,Thanjavur,124.82,27.24,7.77,22.64,19.65,5.6,638.18,4034150,14,31,10,7,62,0,SW_Monsoon,155.0,112.0,76.12,7,1
2024-10-01,2024,10,October,Thanjavur,232.92,31.53,6.84,8.2,161.28,6.78,229.16,4790447,25,87,10,6,128,1,NE_Monsoon,62.0,155.0,124.82,7,0
2024-11-01,2024,11,November,Thanjavur,157.85,31.03,7.88,30.73,123.45,8.43,1134.3,2239122,29,86,12,10,137,1,NE_Monsoon,128.0,62.0,232.92,7,0
2024-12-01,2024,12,December,Thanjavur,288.1,31.44,7.76,14.63,409.64,8.12,346.44,4358884,33,107,17,11,168,1,NE_Monsoon,137.0,128.0,157.85,7,0
2018-01-01,2018,1,January,Tiruchirappalli,33.29,28.63,8.13,5.51,142.1,6.01,1055.08,1693582,15,50,8,2,75,0,Winter,0.0,0.0,0.0,8,3
2018-02-01,2018,2,February,Tiruchirappalli,10.9,31.11,7.89,15.88,176.16,5.85,426.15,3658546,29,79,11,8,127,1,Winter,75.0,0.0,33.29,8,3
2018-03-01,2018,3,March,Tiruchirappalli,22.32,28.29,6.55,4.81,119.7,7.66,536.31,2558721,21,63,7,7,98,0,Summer,127.0,75.0,10.9,8,2
2018-04-01,2018,4,April,Tiruchirappalli,15.51,34.76,6.81,12.46,57.65,5.61,665.49,4701390,20,57,6,5,88,0,Summer,98.0,127.0,22.32,8,2
2018-05-01,2018,5,May,Tiruchirappalli,33.05,30.45,8.27,14.94,107.4,6.46,1096.24,788569,22,68,15,7,112,0,Summer,88.0,98.0,15.51,8,2
2018-06-01,2018,6,June,Tiruchirappalli,79.96,24.53,7.68,7.19,21.99,5.15,1001.91,1469224,14,40,9,4,67,0,SW_Monsoon,112.0,88.0,33.05,8,1
2018-07-01,2018,7,July,Tiruchirappalli,152.7,33.08,7.07,18.42,282.38,6.66,298.87,4009163,40,122,15,9,186,1,SW_Monsoon,67.0,112.0,79.96,8,1
2018-08-01,2018,8,August,Tiruchirappalli,147.78,31.69,7.71,9.92,118.35,7.61,1061.88,3599449,17,53,17,6,93,0,SW_Monsoon,186.0,67.0,152.7,8,1
2018-09-01,2018,9,September,Tiruchirappalli,136.63,30.97,6.91,19.71,364.2,7.37,246.96,2778845,36,104,14,6,160,1,SW_Monsoon,93.0,186.0,147.78,8,1
2018-10-01,2018,10,October,Tiruchirappalli,218.44,30.25,6.22,26.51,201.5,6.7,877.3,926941,32,100,11,10,153,1,NE_Monsoon,160.0,93.0,136.63,8,0
2018-11-01,2018,11,November,Tiruchirappalli,338.43,32.99,6.89,5.44,471.83,5.81,860.47,986598,37,106,20,13,176,1,NE_Monsoon,153.0,160.0,218.44,8,0
2018-12-01,2018,12,December,Tiruchirappalli,203.34,31.65,7.2,24.36,463.64,7.86,238.81,3804513,36,97,24,13,170,1,NE_Monsoon,176.0,153.0,338.43,8,0
2019-01-01,2019,1,January,Tiruchirappalli,22.91,30.62,8.22,1.41,225.35,5.84,1054.62,2553902,17,42,12,8,79,0,Winter,170.0,176.0,203.34,8,3
2019-02-01,2019,2,February,Tiruchirappalli,54.3,29.66,7.25,11.53,229.84,5.18,861.35,2959730,20,60,13,7,100,0,Winter,79.0,170.0,22.91,8,3
2019-03-01,2019,3,March,Tiruchirappalli,42.17,27.48,6.24,3.33,169.87,7.55,221.06,1351980,14,48,6,8,76,0,Summer,100.0,79.0,54.3,8,2
2019-04-01,2019,4,April,Tiruchirappalli,45.7,28.34,8.18,11.45,112.51,4.38,932.7,3371712,14,37,15,6,72,0,Summer,76.0,100.0,42.17,8,2
2019-05-01,2019,5,May,Tiruchirappalli,37.22,32.21,7.23,13.51,74.19,6.24,737.69,2202424,23,64,14,8,109,0,Summer,72.0,76.0,45.7,8,2
2019-06-01,2019,6,June,Tiruchirappalli,153.28,25.1,7.78,19.1,334.02,4.68,647.57,1285890,34,106,13,6,159,1,SW_Monsoon,109.0,72.0,37.22,8,1
2019-07-01,2019,7,July,Tiruchirappalli,105.51,31.78,7.13,11.69,6.37,5.42,636.58,4728316,17,51,8,3,79,0,SW_Monsoon,159.0,109.0,153.28,8,1
2019-08-01,2019,8,August,Tiruchirappalli,84.23,36.94,7.4,1.51,8.17,8.86,421.45,4454780,10,34,14,2,60,0,SW_Monsoon,79.0,159.0,105.51,8,1
2019-09-01,2019,9,September,Tiruchirappalli,60.9,27.61,7.14,11.69,125.03,4.16,790.13,3580202,24,65,15,6,110,0,SW_Monsoon,60.0,79.0,84.23,8,1
2019-10-01,2019,10,October,Tiruchirappalli,289.0,30.33,6.3,11.01,179.26,8.19,854.23,668678,32,90,14,10,146,1,NE_Monsoon,110.0,60.0,60.9,8,0
2019-11-01,2019,11,November,Tiruchirappalli,339.76,32.59,6.8,3.64,15.79,5.22,1081.49,1858454,23,68,11,6,108,0,NE_Monsoon,146.0,110.0,289.0,8,0
2019-12-01,2019,12,December,Tiruchirappalli,296.92,28.35,6.95,1.93,392.57,4.57,972.88,4077643,32,104,21,11,168,1,NE_Monsoon,108.0,146.0,339.76,8,0
2020-01-01,2020,1,January,Tiruchirappalli,47.11,24.98,7.3,3.42,210.65,8.56,754.13,817798,22,60,15,7,104,0,Winter,168.0,108.0,296.92,8,3
2020-02-01,2020,2,February,Tiruchirappalli,39.44,33.37,6.49,15.18,37.12,7.87,464.82,4419736,21,53,10,2,86,0,Winter,104.0,168.0,47.11,8,3
2020-03-01,2020,3,March,Tiruchirappalli,21.84,33.18,6.75,5.06,229.73,6.92,708.53,897693,21,56,12,7,96,0,Summer,86.0,104.0,39.44,8,2
2020-04-01,2020,4,April,Tiruchirappalli,45.14,29.75,7.65,11.43,199.11,4.26,1059.75,2107245,23,82,10,6,121,0,Summer,96.0,86.0,21.84,8,2
2020-05-01,2020,5,May,Tiruchirappalli,49.43,28.99,6.43,15.42,182.73,6.28,597.77,2589884,27,77,11,5,120,0,Summer,121.0,96.0,45.14,8,2
2020-06-01,2020,6,June,Tiruchirappalli,107.8,30.6,6.6,4.5,107.0,8.57,313.05,4909013,21,50,12,6,89,0,SW_Monsoon,120.0,121.0,49.43,8,1
2020-07-01,2020,7,July,Tiruchirappalli,73.11,34.73,8.34,22.8,154.99,4.68,718.4,4884432,29,93,16,6,144,1,SW_Monsoon,89.0,120.0,107.8,8,1
2020-08-01,2020,8,August,Tiruchirappalli,98.32,35.13,7.25,5.09,112.23,6.55,347.45,1906819,17,61,7,6,91,0,SW_Monsoon,144.0,89.0,73.11,8,1
2020-09-01,2020,9,September,Tiruchirappalli,61.13,31.68,8.44,11.2,227.12,8.84,455.18,3260451,27,82,9,8,126,1,SW_Monsoon,91.0,144.0,98.32,8,1
2020-10-01,2020,10,October,Tiruchirappalli,291.16,27.99,8.24,12.78,79.98,7.48,364.58,2454702,26,65,9,5,105,0,NE_Monsoon,126.0,91.0,61.13,8,0
2020-11-01,2020,11,November,Tiruchirappalli,306.36,24.78,7.3,17.88,94.71,5.61,640.22,2004329,19,46,16,5,86,0,NE_Monsoon,105.0,126.0,291.16,8,0
2020-12-01,2020,12,December,Tiruchirappalli,280.09,30.22,6.79,7.39,375.17,4.0,1005.89,858062,26,75,22,10,133,1,NE_Monsoon,86.0,105.0,306.36,8,0
2021-01-01,2021,1,January,Tiruchirappalli,11.94,25.73,6.54,1.25,20.08,7.3,631.58,2957856,7,14,11,2,34,0,Winter,133.0,86.0,280.09,8,3
2021-02-01,2021,2,February,Tiruchirappalli,10.75,36.33,7.41,13.34,239.85,8.64,1149.83,1093975,28,91,15,5,139,1,Winter,34.0,133.0,11.94,8,3
2021-03-01,2021,3,March,Tiruchirappalli,8.53,33.0,7.55,14.42,182.89,5.75,1166.23,4100200,27,78,11,8,124,0,Summer,139.0,34.0,10.75,8,2
2021-04-01,2021,4,April,Tiruchirappalli,53.83,24.57,8.3,13.46,83.32,7.95,231.21,794957,13,41,12,5,71,0,Summer,124.0,139.0,8.53,8,2
2021-05-01,2021,5,May,Tiruchirappalli,8.65,37.85,6.29,10.75,123.97,8.74,446.0,4094128,28,96,10,5,139,1,Summer,71.0,124.0,53.83,8,2
2021-06-01,2021,6,June,Tiruchirappalli,134.28,33.26,6.74,3.43,241.99,6.77,388.39,4429268,21,57,15,7,100,0,SW_Monsoon,139.0,71.0,8.65,8,1
2021-07-01,2021,7,July,Tiruchirappalli,86.85,33.16,7.43,22.72,166.44,7.47,689.32,4182796,21,56,15,9,101,0,SW_Monsoon,100.0,139.0,134.28,8,1
2021-08-01,2021,8,August,Tiruchirappalli,127.55,34.88,7.48,15.92,5.68,4.81,1184.91,3502083,15,44,16,8,83,0,SW_Monsoon,101.0,100.0,86.85,8,1
2021-09-01,2021,9,September,Tiruchirappalli,130.6,27.28,6.82,16.13,163.84,4.97,931.68,1251240,29,72,18,7,126,1,SW_Monsoon,83.0,101.0,127.55,8,1
2021-10-01,2021,10,October,Tiruchirappalli,174.51,29.92,6.89,9.6,91.62,5.81,450.99,1715442,22,72,8,7,109,0,NE_Monsoon,126.0,83.0,130.6,8,0
2021-11-01,2021,11,November,Tiruchirappalli,240.29,33.62,6.95,4.48,546.49,5.43,623.81,548926,39,119,18,8,184,1,NE_Monsoon,109.0,126.0,174.51,8,0
2021-12-01,2021,12,December,Tiruchirappalli,323.76,33.6,6.77,3.59,386.74,6.86,604.52,1918180,41,107,15,8,171,1,NE_Monsoon,184.0,109.0,240.29,8,0
2022-01-01,2022,1,January,Tiruchirappalli,23.3,25.0,6.41,7.39,99.62,6.58,504.84,2261331,15,34,5,5,59,0,Winter,171.0,184.0,323.76,8,3
2022-02-01,2022,2,February,Tiruchirappalli,11.39,32.63,7.22,3.66,182.88,4.74,754.3,4840496,26,76,16,4,122,0,Winter,59.0,171.0,23.3,8,3
2022-03-01,2022,3,March,Tiruchirappalli,16.89,26.57,7.19,13.23,236.03,6.6,1060.81,1808064,25,85,12,4,126,1,Summer,122.0,59.0,11.39,8,2
2022-04-01,2022,4,April,Tiruchirappalli,12.38,33.03,6.98,11.56,156.08,5.28,850.83,4963786,24,65,17,5,111,0,Summer,126.0,122.0,16.89,8,2
2022-05-01,2022,5,May,Tiruchirappalli,42.23,30.96,6.42,5.22,275.44,8.8,520.49,1372109,19,67,9,8,103,0,Summer,111.0,126.0,12.38,8,2
2022-06-01,2022,6,June,Tiruchirappalli,146.85,35.68,8.12,17.12,122.39,5.68,508.47,2710846,20,58,12,5,95,0,SW_Monsoon,103.0,111.0,42.23,8,1
2022-07-01,2022,7,July,Tiruchirappalli,74.02,31.62,6.22,3.37,22.77,7.63,281.06,4475904,18,44,12,4,78,0,SW_Monsoon,95.0,103.0,146.85,8,1
2022-08-01,2022,8,August,Tiruchirappalli,148.38,37.07,8.18,17.01,71.51,5.36,412.73,801364,20,62,15,7,104,0,SW_Monsoon,78.0,95.0,74.02,8,1
2022-09-01,2022,9,September,Tiruchirappalli,110.64,37.6,6.84,19.27,94.6,7.41,453.62,4455199,20,53,12,8,93,0,SW_Monsoon,104.0,78.0,148.38,8,1
2022-10-01,2022,10,October,Tiruchirappalli,223.46,37.46,7.97,16.44,189.12,6.75,948.36,3615848,22,76,19,6,123,0,NE_Monsoon,93.0,104.0,110.64,8,0
2022-11-01,2022,11,November,Tiruchirappalli,240.09,34.2,7.02,20.23,327.81,6.74,840.48,3747727,27,89,19,9,144,1,NE_Monsoon,123.0,93.0,223.46,8,0
2022-12-01,2022,12,December,Tiruchirappalli,214.04,30.89,6.28,7.55,462.98,8.15,492.42,3376673,37,102,22,8,169,1,NE_Monsoon,144.0,123.0,240.09,8,0
2023-01-01,2023,1,January,Tiruchirappalli,57.87,30.43,6.75,15.12,169.05,4.53,772.68,2994903,26,78,12,8,124,0,Winter,169.0,144.0,214.04,8,3
2023-02-01,2023,2,February,Tiruchirappalli,42.16,31.6,6.74,9.52,230.03,4.14,830.85,1810646,28,91,16,4,139,1,Winter,124.0,169.0,57.87,8,3
2023-03-01,2023,3,March,Tiruchirappalli,50.14,24.53,7.04,9.04,41.47,7.73,208.35,3207133,21,76,8,2,107,0,Summer,139.0,124.0,42.16,8,2
2023-04-01,2023,4,April,Tiruchirappalli,41.95,29.52,6.2,2.63,149.68,7.38,617.45,1403057,15,32,11,2,60,0,Summer,107.0,139.0,50.14,8,2
2023-05-01,2023,5,May,Tiruchirappalli,51.2,34.15,8.26,2.59,277.26,5.05,211.78,2542361,26,80,10,5,121,0,Summer,60.0,107.0,41.95,8,2
2023-06-01,2023,6,June,Tiruchirappalli,118.02,36.66,6.94,16.48,78.92,7.12,536.45,1662886,23,69,16,9,117,0,SW_Monsoon,121.0,60.0,51.2,8,1
2023-07-01,2023,7,July,Tiruchirappalli,107.29,24.55,7.67,2.35,389.04,8.81,389.49,3111895,32,81,13,5,131,1,SW_Monsoon,117.0,121.0,118.02,8,1
2023-08-01,2023,8,August,Tiruchirappalli,111.34,33.11,8.25,11.24,378.49,7.75,688.6,4271414,33,94,18,8,153,1,SW_Monsoon,131.0,117.0,107.29,8,1
2023-09-01,2023,9,September,Tiruchirappalli,62.39,30.3,6.97,11.19,110.33,4.82,889.14,4362230,13,34,10,4,61,0,SW_Monsoon,153.0,131.0,111.34,8,1
2023-10-01,2023,10,October,Tiruchirappalli,294.75,24.28,8.25,18.91,454.67,8.04,389.85,3923604,45,142,21,12,220,1,NE_Monsoon,61.0,153.0,62.39,8,0
2023-11-01,2023,11,November,Tiruchirappalli,174.75,28.43,7.74,2.56,406.84,8.18,615.16,1535340,30,84,13,9,136,1,NE_Monsoon,220.0,61.0,294.75,8,0
2023-12-01,2023,12,December,Tiruchirappalli,244.47,34.49,8.42,3.84,29.92,8.69,729.88,4097326,20,63,7,6,96,0,NE_Monsoon,136.0,220.0,174.75,8,0
2024-01-01,2024,1,January,Tiruchirappalli,21.84,35.73,6.37,14.19,71.87,6.96,1135.99,2166984,24,72,10,3,109,0,Winter,96.0,136.0,244.47,8,3
2024-02-01,2024,2,February,Tiruchirappalli,20.25,37.95,7.93,10.6,99.48,4.25,231.06,3360597,19,51,11,7,88,0,Winter,109.0,96.0,21.84,8,3
2024-03-01,2024,3,March,Tiruchirappalli,25.17,27.32,7.23,1.9,267.16,5.12,1122.31,980620,20,63,10,3,96,0,Summer,88.0,109.0,20.25,8,2
2024-04-01,2024,4,April,Tiruchirappalli,5.29,34.48,8.28,2.92,26.92,6.12,1133.68,984103,19,50,12,3,84,0,Summer,96.0,88.0,25.17,8,2
2024-05-01,2024,5,May,Tiruchirappalli,23.79,36.24,7.5,8.65,203.55,6.9,362.52,2086987,26,85,11,5,127,1,Summer,84.0,96.0,5.29,8,2
2024-06-01,2024,6,June,Tiruchirappalli,119.94,26.4,7.91,8.1,278.2,4.79,888.12,3278366,20,55,14,4,93,0,SW_Monsoon,127.0,84.0,23.79,8,1
2024-07-01,2024,7,July,Tiruchirappalli,148.17,36.49,6.65,15.2,36.84,5.96,913.32,1174502,22,73,10,3,108,0,SW_Monsoon,93.0,127.0,119.94,8,1
2024-08-01,2024,8,August,Tiruchirappalli,124.8,28.74,7.28,20.76,125.39,8.62,429.81,2948966,29,72,13,7,121,0,SW_Monsoon,108.0,93.0,148.17,8,1
2024-09-01,2024,9,September,Tiruchirappalli,147.92,24.18,8.37,12.35,143.61,8.62,224.39,948402,16,37,17,5,75,0,SW_Monsoon,121.0,108.0,124.8,8,1
2024-10-01,2024,10,October,Tiruchirappalli,333.49,26.85,6.54,27.62,381.31,4.93,469.36,522551,43,122,19,12,196,1,NE_Monsoon,75.0,121.0,147.92,8,0
2024-11-01,2024,11,November,Tiruchirappalli,347.68,27.47,7.36,27.27,133.96,6.08,815.09,3589809,31,80,12,5,128,1,NE_Monsoon,196.0,75.0,333.49,8,0
2024-12-01,2024,12,December,Tiruchirappalli,263.32,24.99,7.65,30.58,302.95,7.58,756.73,3658562,38,120,17,7,182,1,NE_Monsoon,128.0,196.0,347.68,8,0
2018-01-01,2018,1,January,Tirunelveli,55.33,27.52,8.14,8.16,143.95,5.54,773.04,4762511,18,49,7,6,80,0,Winter,0.0,0.0,0.0,9,3
2018-02-01,2018,2,February,Tirunelveli,22.84,27.27,6.69,13.83,229.72,6.2,332.4,907407,30,83,11,4,128,1,Winter,80.0,0.0,55.33,9,3
2018-03-01,2018,3,March,Tirunelveli,38.19,33.23,7.78,2.63,262.79,4.91,822.75,585166,22,73,17,7,119,0,Summer,128.0,80.0,22.84,9,2
2018-04-01,2018,4,April,Tirunelveli,12.18,31.92,7.22,12.92,202.79,7.45,540.54,1686430,17,56,9,5,87,0,Summer,119.0,128.0,38.19,9,2
2018-05-01,2018,5,May,Tirunelveli,17.86,24.33,8.12,15.62,37.93,5.16,1068.41,3431531,11,41,5,4,61,0,Summer,87.0,119.0,12.18,9,2
2018-06-01,2018,6,June,Tirunelveli,99.29,24.4,7.54,1.46,330.7,5.53,240.26,2482539,23,60,14,5,102,0,SW_Monsoon,61.0,87.0,17.86,9,1
2018-07-01,2018,7,July,Tirunelveli,66.19,31.5,7.5,18.33,55.43,6.57,394.45,1960235,25,76,7,6,114,0,SW_Monsoon,102.0,61.0,99.29,9,1
2018-08-01,2018,8,August,Tirunelveli,141.73,37.03,6.42,11.46,141.73,8.35,283.52,1309359,25,72,12,7,116,0,SW_Monsoon,114.0,102.0,66.19,9,1
2018-09-01,2018,9,September,Tirunelveli,135.91,34.19,7.31,17.02,232.16,5.08,408.59,2197818,31,100,16,8,155,1,SW_Monsoon,116.0,114.0,141.73,9,1
2018-10-01,2018,10,October,Tirunelveli,201.93,25.76,6.59,26.75,327.51,5.69,1002.85,2330314,34,106,16,9,165,1,NE_Monsoon,155.0,116.0,135.91,9,0
2018-11-01,2018,11,November,Tirunelveli,177.98,25.71,6.46,21.3,490.07,7.95,341.11,3335743,40,106,18,13,177,1,NE_Monsoon,165.0,155.0,201.93,9,0
2018-12-01,2018,12,December,Tirunelveli,233.79,25.15,6.28,31.69,16.81,6.22,704.62,897891,24,81,13,8,126,1,NE_Monsoon,177.0,165.0,177.98,9,0
2019-01-01,2019,1,January,Tirunelveli,40.08,37.79,7.97,7.4,125.0,7.09,865.37,3553407,24,77,14,3,118,0,Winter,126.0,177.0,233.79,9,3
2019-02-01,2019,2,February,Tirunelveli,12.1,25.39,7.59,8.76,71.0,6.35,692.23,2423782,17,40,7,3,67,0,Winter,118.0,126.0,40.08,9,3
2019-03-01,2019,3,March,Tirunelveli,20.83,25.31,8.42,2.85,42.5,8.45,1143.93,1376336,20,67,7,6,100,0,Summer,67.0,118.0,12.1,9,2
2019-04-01,2019,4,April,Tirunelveli,12.89,24.26,7.27,15.13,90.67,7.31,852.24,648725,17,61,9,3,90,0,Summer,100.0,67.0,20.83,9,2
2019-05-01,2019,5,May,Tirunelveli,7.47,34.28,6.99,8.07,260.08,5.66,665.34,545256,29,72,12,7,120,0,Summer,90.0,100.0,12.89,9,2
2019-06-01,2019,6,June,Tirunelveli,137.75,33.42,7.87,12.43,266.03,8.03,597.88,1444740,30,97,15,6,148,1,SW_Monsoon,120.0,90.0,7.47,9,1
2019-07-01,2019,7,July,Tirunelveli,114.67,35.76,6.49,19.44,362.46,4.75,1051.59,2152131,36,113,21,7,177,1,SW_Monsoon,148.0,120.0,137.75,9,1
2019-08-01,2019,8,August,Tirunelveli,143.75,32.6,7.54,6.98,317.66,4.41,1124.29,4361607,27,78,16,8,129,1,SW_Monsoon,177.0,148.0,114.67,9,1
2019-09-01,2019,9,September,Tirunelveli,92.35,33.31,7.48,9.01,56.52,4.47,1031.52,2341646,18,52,9,5,84,0,SW_Monsoon,129.0,177.0,143.75,9,1
2019-10-01,2019,10,October,Tirunelveli,174.7,36.48,6.23,11.41,310.44,4.74,292.1,4035647,41,123,14,10,188,1,NE_Monsoon,84.0,129.0,92.35,9,0
2019-11-01,2019,11,November,Tirunelveli,228.62,25.19,7.46,13.15,340.0,5.94,440.3,2498547,33,88,17,8,146,1,NE_Monsoon,188.0,84.0,174.7,9,0
2019-12-01,2019,12,December,Tirunelveli,232.97,36.23,8.49,19.31,454.99,5.63,505.74,2046064,39,104,23,12,178,1,NE_Monsoon,146.0,188.0,228.62,9,0
2020-01-01,2020,1,January,Tirunelveli,43.21,29.11,7.9,10.93,33.48,6.86,456.74,1171986,16,60,13,7,96,0,Winter,178.0,146.0,232.97,9,3
2020-02-01,2020,2,February,Tirunelveli,21.91,30.89,8.03,4.33,63.29,6.76,723.56,4848530,20,58,13,5,96,0,Winter,96.0,178.0,43.21,9,3
