date,year,month,month_name,district,rainfall_mm,temperature_celsius,pH,turbidity_NTU,coliform_count_per100ml,dissolved_oxygen_mg_L,total_dissolved_solids_mg_L,population,cholera_cases,diarrhea_cases,typhoid_cases,hepatitis_a_cases,total_disease_cases,outbreak_alert
2019-02-01,2019,2,February,Nagapattinam,30.11,26.27,6.77,6.4,259.72,6.81,1144.95,1608731,47,165,31,15,258,1
2019-03-01,2019,3,March,Nagapattinam,38.02,36.19,7.03,15.41,59.03,4.28,611.99,3899584,48,186,25,15,274,1
2019-04-01,2019,4,April,Nagapattinam,58.87,29.43,6.57,10.56,289.98,8.74,268.75,3913553,58,219,32,14,323,1
2019-05-01,2019,5,May,Nagapattinam,74.01,24.29,8.41,12.1,206.33,5.28,210.07,2288144,38,145,26,16,225,1
2019-06-01,2019,6,June,Nagapattinam,131.23,31.73,6.73,24.5,345.79,8.05,980.73,1191572,71,258,47,22,398,1
2019-07-01,2019,7,July,Nagapattinam,140.26,37.52,8.37,28.29,324.99,4.7,417.9,1862617,71,253,43,21,388,1
2019-08-01,2019,8,August,Nagapattinam,112.62,26.38,7.85,25.33,300.51,7.57,935.94,3966948,72,259,42,17,390,1
2019-09-01,2019,9,September,Nagapattinam,102.34,25.76,6.52,24.64,305.28,7.91,946.25,599919,63,228,35,21,347,1
2019-10-01,2019,10,October,Nagapattinam,342.05,29.95,7.25,24.16,748.64,7.3,549.16,2208365,108,386,63,33,590,1
2019-11-01,2019,11,November,Nagapattinam,236.29,25.49,7.33,35.0,199.48,5.35,442.71,1093167,65,235,44,23,367,1
2019-12-01,2019,12,December,Nagapattinam,331.44,33.2,7.88,17.15,738.45,4.22,955.43,3662466,99,356,56,29,540,1
2020-01-01,2020,1,January,Nagapattinam,22.96,33.54,7.43,13.35,128.38,4.17,610.27,542192,49,196,27,14,286,1
2020-02-01,2020,2,February,Nagapattinam,13.66,25.34,7.72,16.53,16.53,4.01,278.82,3043071,35,130,21,12,198,1
2020-03-01,2020,3,March,Nagapattinam,70.83,37.08,6.95,4.26,118.46,7.88,1171.48,630509,42,156,25,16,239,1
2020-04-01,2020,4,April,Nagapattinam,27.95,32.31,6.24,7.23,330.69,4.16,283.2,2335647,62,223,38,16,339,1
2020-05-01,2020,5,May,Nagapattinam,45.12,27.85,7.69,18.32,431.43,6.38,1194.45,3181971,78,284,44,18,424,1
2020-06-01,2020,6,June,Nagapattinam,159.35,29.73,8.26,6.37,647.09,4.59,214.95,1278639,77,284,47,29,437,1
2020-07-01,2020,7,July,Nagapattinam,198.99,28.12,7.83,4.9,264.43,8.24,567.66,4477912,54,197,34,15,300,1
2020-08-01,2020,8,August,Nagapattinam,86.69,32.04,8.18,16.32,51.04,6.8,532.07,3269861,41,143,30,14,228,1
2020-09-01,2020,9,September,Nagapattinam,176.72,33.7,6.21,14.65,128.37,8.55,374.58,4381819,49,189,32,17,287,1
2020-10-01,2020,10,October,Nagapattinam,299.77,25.25,6.33,17.88,648.6,6.77,622.88,1228165,88,323,56,28,495,1
2020-11-01,2020,11,November,Nagapattinam,318.35,36.48,8.05,9.75,266.33,7.59,284.27,4649658,67,249,44,21,381,1
2020-12-01,2020,12,December,Nagapattinam,319.95,35.63,6.3,2.8,335.71,4.74,758.38,4171013,78,294,39,23,434,1
2021-01-01,2021,1,January,Nagapattinam,12.13,28.59,8.29,3.33,303.2,6.26,1138.47,2953611,50,189,28,16,283,1
2021-02-01,2021,2,February,Nagapattinam,70.89,32.47,7.61,13.77,45.93,6.23,1199.51,4849487,46,161,21,15,243,1
2021-03-01,2021,3,March,Nagapattinam,25.92,24.04,6.9,3.61,236.4,7.39,1074.51,2480343,51,201,26,16,294,1
2021-04-01,2021,4,April,Nagapattinam,39.92,25.89,8.3,12.29,284.58,8.64,730.26,824377,54,212,31,15,312,1
2021-05-01,2021,5,May,Nagapattinam,61.93,34.59,7.73,6.62,294.04,6.85,684.27,1295415,60,230,31,20,341,1
2021-06-01,2021,6,June,Nagapattinam,101.31,28.25,6.97,19.02,540.54,8.66,950.09,3498163,74,279,47,27,427,1
2021-07-01,2021,7,July,Nagapattinam,153.92,25.74,7.53,22.05,285.29,8.77,808.21,2991807,69,254,39,16,378,1
2021-08-01,2021,8,August,Nagapattinam,150.01,37.27,7.32,29.57,542.77,4.74,908.17,4810500,84,316,51,26,477,1
2021-09-01,2021,9,September,Nagapattinam,101.14,32.5,7.3,28.31,20.87,7.22,962.95,2145589,48,181,35,12,276,1
2021-10-01,2021,10,October,Nagapattinam,275.8,24.2,6.22,12.17,90.73,5.3,377.04,3936262,50,197,26,13,286,1
2021-11-01,2021,11,November,Nagapattinam,188.04,36.77,8.25,30.05,605.01,4.03,1184.87,4277343,95,357,53,29,534,1
2021-12-01,2021,12,December,Nagapattinam,227.8,34.78,8.19,24.23,893.9,4.06,499.59,993406,133,478,69,37,717,1
2022-01-01,2022,1,January,Nagapattinam,10.07,34.6,8.47,20.44,230.1,8.52,609.85,1359299,61,242,35,15,353,1
2022-02-01,2022,2,February,Nagapattinam,74.03,31.52,7.87,3.92,304.27,7.51,652.77,2309875,52,184,35,15,286,1
2022-03-01,2022,3,March,Nagapattinam,79.33,26.69,6.4,9.09,64.5,6.62,833.03,1202726,26,92,29,8,155,1
2022-04-01,2022,4,April,Nagapattinam,34.36,34.07,7.96,10.99,8.45,7.09,263.09,2363613,33,121,22,10,186,1
2022-05-01,2022,5,May,Nagapattinam,44.08,37.7,8.42,10.99,132.75,5.51,468.78,4776945,45,164,31,11,251,1
2022-06-01,2022,6,June,Nagapattinam,105.35,30.76,6.98,18.2,438.87,7.17,662.49,3043250,76,292,46,24,438,1
2022-07-01,2022,7,July,Nagapattinam,110.31,33.37,7.92,29.88,622.78,4.05,1190.37,678982,103,374,56,27,560,1
2022-08-01,2022,8,August,Nagapattinam,181.61,32.41,7.77,32.3,151.02,7.12,660.32,2172675,62,246,39,18,365,1
2022-09-01,2022,9,September,Nagapattinam,161.44,24.91,6.91,10.28,594.77,8.34,570.15,4119603,92,339,52,21,504,1
2022-10-01,2022,10,October,Nagapattinam,361.27,30.72,6.61,22.43,445.14,6.45,738.77,3081243,78,289,53,23,443,1
2022-11-01,2022,11,November,Nagapattinam,263.84,35.35,8.1,19.58,466.93,4.17,874.43,1827182,81,304,52,24,461,1
2022-12-01,2022,12,December,Nagapattinam,155.3,27.18,7.29,20.13,774.33,6.71,889.64,2962282,105,368,54,33,560,1
2023-01-01,2023,1,January,Nagapattinam,47.7,27.51,8.25,8.99,73.76,4.48,213.42,4713720,28,118,20,11,177,1
2023-02-01,2023,2,February,Nagapattinam,57.6,25.2,7.26,18.85,492.9,7.34,444.84,1673290,62,235,47,23,367,1
2023-03-01,2023,3,March,Nagapattinam,77.34,34.12,7.68,18.48,239.05,6.53,1051.21,3759654,64,253,37,18,372,1
2023-04-01,2023,4,April,Nagapattinam,53.58,28.41,7.45,3.19,339.47,7.63,1165.03,3213260,56,224,30,13,323,1
2023-05-01,2023,5,May,Nagapattinam,57.05,32.5,7.16,10.11,191.4,6.95,847.67,2947586,57,210,28,16,311,1
2023-06-01,2023,6,June,Nagapattinam,119.92,35.64,6.83,18.34,139.1,6.38,518.18,1216696,54,198,32,15,299,1
2023-07-01,2023,7,July,Nagapattinam,198.1,24.28,7.81,9.19,26.32,6.01,1135.22,699041,41,164,30,14,249,1
2023-08-01,2023,8,August,Nagapattinam,90.08,33.54,7.76,22.18,612.52,8.12,241.97,2130910,104,389,57,25,575,1
2023-09-01,2023,9,September,Nagapattinam,173.49,34.07,7.34,2.59,379.77,4.24,803.73,3654267,69,255,40,17,381,1
2023-10-01,2023,10,October,Nagapattinam,337.21,33.34,8.48,32.61,147.63,8.78,867.78,3697526,66,241,41,18,366,1
2023-11-01,2023,11,November,Nagapattinam,355.23,34.96,7.45,8.47,225.89,7.69,1006.08,4781282,63,221,41,17,342,1
2023-12-01,2023,12,December,Nagapattinam,161.64,24.06,7.68,19.83,267.79,8.56,392.8,3489876,66,254,32,18,370,1
2024-01-01,2024,1,January,Nagapattinam,15.62,35.06,7.17,20.21,126.9,6.11,986.55,1028742,36,150,29,15,230,1
2024-02-01,2024,2,February,Nagapattinam,30.31,32.59,7.01,9.01,18.97,4.73,1117.08,1490221,29,123,23,8,183,1
2024-03-01,2024,3,March,Nagapattinam,49.6,25.99,7.82,22.72,217.3,6.44,1127.42,976015,53,204,38,18,313,1
2024-04-01,2024,4,April,Nagapattinam,67.48,30.1,6.37,19.87,188.47,4.5,833.78,4944279,42,154,28,13,237,1
2024-05-01,2024,5,May,Nagapattinam,33.13,30.27,7.0,9.12,404.04,4.62,1170.6,1548581,70,256,35,18,379,1
2024-06-01,2024,6,June,Nagapattinam,139.22,26.5,7.38,26.7,504.96,7.94,908.02,1838223,83,310,45,27,465,1
2024-07-01,2024,7,July,Nagapattinam,97.13,28.33,7.51,8.97,323.14,8.05,670.54,2325779,58,211,39,14,322,1
2024-08-01,2024,8,August,Nagapattinam,196.31,32.52,7.12,21.42,257.01,8.09,767.84,4601162,74,267,40,20,401,1
2024-09-01,2024,9,September,Nagapattinam,194.04,25.01,6.88,7.34,360.0,5.91,357.27,1246403,58,209,38,18,323,1
2024-10-01,2024,10,October,Nagapattinam,300.26,28.58,8.0,38.11,291.25,8.19,303.58,2246659,88,321,51,24,484,1
2024-11-01,2024,11,November,Nagapattinam,376.97,29.08,6.86,23.43,410.35,5.72,893.74,2180442,86,324,51,27,488,1
2024-12-01,2024,12,December,Nagapattinam,329.02,29.52,7.76,22.36,894.4,7.64,1152.49,4731276,137,508,71,34,750,1
2018-01-01,2018,1,January,Ramanathapuram,28.87,26.03,7.54,5.04,212.32,6.3,220.49,3426759,39,159,30,10,238,1
2018-02-01,2018,2,February,Ramanathapuram,17.23,24.73,7.2,15.96,420.28,7.41,408.36,4077141,56,217,36,18,327,1
2018-03-01,2018,3,March,Ramanathapuram,77.1,34.29,7.92,7.06,207.35,4.41,806.53,1421463,46,172,36,16,270,1
2018-04-01,2018,4,April,Ramanathapuram,32.53,27.45,6.22,6.65,68.86,7.06,366.55,1671116,32,138,18,10,198,1
2018-05-01,2018,5,May,Ramanathapuram,11.84,34.35,6.93,20.11,215.87,6.26,712.88,1104879,56,218,37,14,325,1
2018-06-01,2018,6,June,Ramanathapuram,100.06,33.78,7.99,11.6,209.49,6.79,1061.29,4187193,66,236,38,18,358,1
2018-07-01,2018,7,July,Ramanathapuram,90.75,25.77,8.1,28.28,289.55,7.57,1067.56,1183045,65,234,34,19,352,1
2018-08-01,2018,8,August,Ramanathapuram,116.29,35.14,6.97,1.4,623.72,6.96,1019.52,517903,84,302,43,23,452,1
2018-09-01,2018,9,September,Ramanathapuram,129.14,37.34,8.19,10.55,103.53,6.18,601.9,1957750,47,167,31,13,258,1
2018-10-01,2018,10,October,Ramanathapuram,327.51,24.28,7.51,16.25,7.95,4.95,1140.95,650408,51,192,29,11,283,1
2018-11-01,2018,11,November,Ramanathapuram,235.86,30.44,6.64,11.51,244.39,6.25,852.81,3409419,50,175,37,15,277,1
2018-12-01,2018,12,December,Ramanathapuram,152.47,33.49,7.3,8.76,288.92,5.12,1077.83,3052387,57,224,40,15,336,1
2019-01-01,2019,1,January,Ramanathapuram,70.18,33.8,7.46,15.63,45.53,6.37,393.7,4805457,34,129,27,15,205,1
2019-02-01,2019,2,February,Ramanathapuram,31.44,33.33,8.25,7.15,465.24,6.97,1001.01,3604952,72,271,37,18,398,1
2019-03-01,2019,3,March,Ramanathapuram,44.83,24.09,6.45,14.75,11.89,5.98,503.37,4327573,24,107,22,11,164,1
2019-04-01,2019,4,April,Ramanathapuram,57.77,35.87,7.8,23.37,358.63,7.82,367.9,3421984,72,279,42,19,412,1
2019-05-01,2019,5,May,Ramanathapuram,58.13,30.58,7.26,24.61,196.22,5.81,518.6,1436184,53,199,32,17,301,1
2019-06-01,2019,6,June,Ramanathapuram,131.85,31.54,7.23,18.92,305.83,4.24,1082.05,4942881,71,256,40,17,384,1
2019-07-01,2019,7,July,Ramanathapuram,109.43,33.86,6.43,29.66,139.76,5.02,381.51,1830730,64,242,33,17,356,1
2019-08-01,2019,8,August,Ramanathapuram,102.58,27.99,7.29,31.08,160.78,7.66,639.45,4676213,54,205,31,17,307,1
2019-09-01,2019,9,September,Ramanathapuram,167.05,24.96,8.4,7.32,573.78,8.05,1167.86,2287702,84,297,50,24,455,1
2019-10-01,2019,10,October,Ramanathapuram,260.77,26.32,8.46,5.96,530.29,7.13,738.08,828624,63,234,47,23,367,1
2019-11-01,2019,11,November,Ramanathapuram,337.44,25.91,8.27,12.28,317.82,8.75,778.48,2807022,69,266,36,18,389,1
2019-12-01,2019,12,December,Ramanathapuram,277.25,36.43,7.8,18.85,335.22,6.28,377.04,912230,69,242,45,22,378,1
2020-01-01,2020,1,January,Ramanathapuram,65.9,35.99,7.31,19.8,72.56,6.46,593.94,2525321,48,196,32,13,289,1
2020-02-01,2020,2,February,Ramanathapuram,11.29,35.65,6.6,13.37,130.75,7.61,521.35,4560828,36,155,33,15,239,1
2020-03-01,2020,3,March,Ramanathapuram,29.83,30.98,6.3,5.46,467.27,8.88,939.75,1560528,71,264,35,21,391,1
2020-04-01,2020,4,April,Ramanathapuram,34.75,30.75,7.57,12.34,349.16,6.17,402.27,4980349,64,238,35,19,356,1
2020-05-01,2020,5,May,Ramanathapuram,40.98,30.91,6.92,12.56,158.77,5.8,869.33,4804979,51,199,33,15,298,1
2020-06-01,2020,6,June,Ramanathapuram,125.22,33.9,7.74,7.42,436.45,5.26,218.56,1626805,65,242,47,19,373,1
2020-07-01,2020,7,July,Ramanathapuram,151.42,33.21,6.35,6.48,195.62,6.7,976.59,4487338,49,173,32,16,270,1
2020-08-01,2020,8,August,Ramanathapuram,164.67,32.08,8.25,23.15,131.1,6.15,694.04,2776881,49,196,37,14,296,1
2020-09-01,2020,9,September,Ramanathapuram,140.75,24.36,8.33,27.88,340.77,5.14,321.62,977698,71,261,44,24,400,1
2020-10-01,2020,10,October,Ramanathapuram,291.74,29.57,7.98,3.46,361.52,8.0,722.7,2306129,77,282,36,21,416,1
2020-11-01,2020,11,November,Ramanathapuram,243.74,32.76,8.03,13.92,501.12,7.54,334.43,1050162,79,299,43,25,446,1
2020-12-01,2020,12,December,Ramanathapuram,177.04,31.09,6.4,43.68,34.82,7.77,725.1,2180913,51,184,31,15,281,1
2021-01-01,2021,1,January,Ramanathapuram,61.77,27.47,8.12,10.72,481.0,4.41,635.84,2958547,64,247,39,21,371,1
2021-02-01,2021,2,February,Ramanathapuram,62.91,33.03,6.74,18.56,128.45,4.88,890.67,4753618,51,178,34,11,274,1
2021-03-01,2021,3,March,Ramanathapuram,44.62,25.85,8.4,20.21,333.99,6.69,992.17,3148323,60,218,38,19,335,1
2021-04-01,2021,4,April,Ramanathapuram,68.95,27.22,6.21,16.63,101.23,8.45,1059.05,2885835,45,163,24,13,245,1
2021-05-01,2021,5,May,Ramanathapuram,29.24,34.04,7.57,8.8,12.69,7.75,414.75,2601794,28,103,20,9,160,1
2021-06-01,2021,6,June,Ramanathapuram,110.72,24.45,6.88,19.54,273.55,8.85,256.08,4101627,59,218,40,18,335,1
2021-07-01,2021,7,July,Ramanathapuram,159.4,28.35,6.94,11.89,442.1,4.29,1129.12,2484030,69,265,40,21,395,1
2021-08-01,2021,8,August,Ramanathapuram,83.91,37.24,8.33,6.37,265.03,8.16,861.0,1600620,52,183,40,19,294,1
2021-09-01,2021,9,September,Ramanathapuram,125.46,26.43,8.3,4.19,469.1,4.7,589.39,2749170,57,224,42,18,341,1
2021-10-01,2021,10,October,Ramanathapuram,384.38,34.31,7.25,26.4,623.35,6.96,1078.7,2370942,92,348,63,29,532,1
2021-11-01,2021,11,November,Ramanathapuram,213.43,35.22,6.36,31.56,157.45,6.98,1035.69,4478222,65,245,40,21,371,1
2021-12-01,2021,12,December,Ramanathapuram,297.03,36.85,7.46,23.66,200.12,6.72,340.58,2860406,70,262,44,19,395,1
2022-01-01,2022,1,January,Ramanathapuram,45.89,33.46,8.41,7.09,437.49,8.62,870.42,4215222,77,272,38,17,404,1
2022-02-01,2022,2,February,Ramanathapuram,43.91,30.44,7.5,4.59,234.58,8.16,215.48,2653766,44,165,31,15,255,1
2022-03-01,2022,3,March,Ramanathapuram,76.16,32.52,6.79,23.18,387.66,6.87,895.64,2596958,65,228,43,18,354,1
2022-04-01,2022,4,April,Ramanathapuram,31.78,30.87,7.98,5.04,383.75,7.75,739.35,3110948,71,273,40,20,404,1
2022-05-01,2022,5,May,Ramanathapuram,51.96,37.12,6.58,18.22,377.49,4.44,1061.25,3098677,68,255,37,18,378,1
2022-06-01,2022,6,June,Ramanathapuram,89.82,28.21,6.72,18.52,232.29,8.83,1163.55,2028545,48,169,32,16,265,1
2022-07-01,2022,7,July,Ramanathapuram,112.86,25.84,8.08,32.38,214.2,5.91,818.04,2736149,59,208,33,17,317,1
2022-08-01,2022,8,August,Ramanathapuram,134.05,33.05,8.39,26.09,26.01,5.66,670.54,776786,57,206,29,16,308,1
2022-09-01,2022,9,September,Ramanathapuram,87.17,37.9,6.37,2.74,229.47,8.85,518.68,1663842,57,208,29,13,307,1
2022-10-01,2022,10,October,Ramanathapuram,279.86,30.54,8.18,42.97,381.08,4.86,1015.71,4437080,94,333,53,26,506,1
2022-11-01,2022,11,November,Ramanathapuram,389.14,29.16,7.69,3.3,800.0,7.21,843.55,3406809,99,367,55,31,552,1
2022-12-01,2022,12,December,Ramanathapuram,230.99,33.5,7.5,8.81,278.94,8.5,888.17,4556150,66,258,33,21,378,1
2023-01-01,2023,1,January,Ramanathapuram,64.0,24.28,7.74,12.26,173.38,8.31,1054.27,4010420,44,165,25,12,246,1
2023-02-01,2023,2,February,Ramanathapuram,68.24,28.34,8.37,5.31,331.36,7.36,452.2,2784302,56,205,37,19,317,1
2023-03-01,2023,3,March,Ramanathapuram,47.38,24.86,6.68,12.66,42.99,8.22,918.01,1678102,39,145,28,10,222,1
2023-04-01,2023,4,April,Ramanathapuram,36.06,27.92,6.83,5.19,162.7,5.0,833.82,3539206,41,166,29,11,247,1
2023-05-01,2023,5,May,Ramanathapuram,16.35,33.34,6.85,16.36,303.81,4.77,406.75,2801348,65,232,34,19,350,1
2023-06-01,2023,6,June,Ramanathapuram,119.25,30.83,8.36,8.39,253.26,7.03,955.34,1668964,63,243,37,17,360,1
2023-07-01,2023,7,July,Ramanathapuram,82.98,29.37,6.53,23.46,429.73,4.22,1036.59,3491002,61,230,46,24,361,1
2023-08-01,2023,8,August,Ramanathapuram,132.95,24.92,7.12,25.16,594.86,6.07,623.59,1265127,104,386,54,25,569,1
2023-09-01,2023,9,September,Ramanathapuram,153.16,25.55,7.64,7.13,331.64,6.65,1076.2,4954015,50,204,35,15,304,1
2023-10-01,2023,10,October,Ramanathapuram,192.75,29.96,6.63,35.21,426.94,5.76,561.1,3299045,89,325,52,26,492,1
2023-11-01,2023,11,November,Ramanathapuram,294.91,24.02,8.27,26.43,329.4,8.15,599.83,4113725,61,231,48,25,365,1
2023-12-01,2023,12,December,Ramanathapuram,212.72,32.31,6.68,15.79,572.88,8.41,732.89,1030553,94,344,52,29,519,1
2024-01-01,2024,1,January,Ramanathapuram,70.68,30.11,6.3,6.87,382.77,4.35,347.36,4225613,67,262,39,16,384,1
2024-02-01,2024,2,February,Ramanathapuram,13.74,32.61,6.31,15.71,112.79,8.52,675.09,1522762,51,186,31,10,278,1
2024-03-01,2024,3,March,Ramanathapuram,31.62,29.74,7.0,3.79,19.45,7.62,845.14,2004915,21,80,20,12,133,1
2024-04-01,2024,4,April,Ramanathapuram,17.57,31.12,7.27,23.84,472.42,7.9,802.1,3548500,78,274,39,21,412,1
2024-05-01,2024,5,May,Ramanathapuram,10.93,33.58,6.24,17.96,317.81,4.74,966.12,1737293,59,235,35,19,348,1
2024-06-01,2024,6,June,Ramanathapuram,120.78,31.04,7.27,6.22,383.7,7.72,1116.87,1589867,66,241,37,18,362,1
2024-07-01,2024,7,July,Ramanathapuram,194.19,37.25,6.53,6.83,560.74,5.96,204.37,2365407,85,304,50,28,467,1
2024-08-01,2024,8,August,Ramanathapuram,173.84,37.55,6.94,2.46,234.56,4.09,392.37,2728610,59,211,29,19,318,1
2024-09-01,2024,9,September,Ramanathapuram,197.77,28.89,8.32,30.41,157.2,7.99,633.07,4389200,50,203,35,16,304,1
2024-10-01,2024,10,October,Ramanathapuram,199.84,29.96,7.94,27.94,619.77,5.41,681.44,2582264,112,393,52,30,587,1
2024-11-01,2024,11,November,Ramanathapuram,192.45,33.14,7.61,35.84,228.5,7.82,887.98,2857395,69,265,43,19,396,1
2024-12-01,2024,12,December,Ramanathapuram,358.7,24.75,8.15,28.99,439.84,8.45,1045.34,801065,72,257,52,28,409,1
